  -1487    3421    7463      -78   -4064    -223       69     -59     -37
  -1480    3436    7398     -110   -4112    -173       61     -52     -36
  -1480    3436    7398      -85   -4087    -181       71     -64     -79
  -1480    3436    7398     -102   -4114    -220       53     -65     -47
  -1480    3436    7398     -101   -4109    -209       59     -63     -46
  -1475    3423    7447      -76   -4090    -180       72     -66     -78
  -1475    3423    7447     -112   -4090    -125       59     -58     -47
  -1475    3423    7447      -75   -4093    -214       62     -57     -43
  -1475    3423    7447     -106   -4068    -208       57     -59     -39
  -1475    3423    7447      -62   -4120    -203       56     -59     -44
  -1489    3416    7416      -98   -4070    -249       56     -66     -45
  -1489    3416    7416     -102   -4098    -183       64     -60     -48
  -1489    3416    7416      -99   -4114    -181       68     -54     -44
  -1489    3416    7416     -127   -4103    -189       67     -68     -65
  -1489    3416    7416     -104   -4084    -169       62     -52     -57
  -1492    3421    7470      -87   -4109    -219       58     -47     -45
  -1492    3421    7470      -76   -4072    -226       54     -53     -48
  -1492    3421    7470     -106   -4100    -194       64     -50     -28
  -1492    3421    7470     -104   -4066    -172       71     -58     -73
  -1492    3421    7470      -82   -4088    -224       64     -62     -63
  -1473    3431    7469      -84   -4080    -196       52     -51     -81
  -1473    3431    7469     -117   -4123    -187       63     -56     -66
  -1473    3431    7469      -85   -4071    -202       51     -53     -25
  -1473    3431    7469     -132   -4094    -202       53     -61     -65
  -1473    3431    7469     -102   -4074    -210       68     -64     -49
  -1492    3470    7490     -102   -4122    -123       64     -56     -60
  -1492    3470    7490      -95   -4071    -184       64     -60     -63
  -1492    3470    7490      -79   -4093    -187       68     -48     -56
  -1492    3470    7490      -74   -4068    -214       56     -51     -54
  -1492    3470    7490      -92   -4108    -200       62     -65     -32
  -1469    3476    7461      -98   -4086    -187       66     -47     -60
  -1469    3476    7461     -103   -4111    -200       63     -65     -61
  -1469    3476    7461      -95   -4079    -190       58     -53     -27
  -1469    3476    7461      -96   -4100    -215       62     -61     -53
  -1469    3476    7461      -99   -4099    -195       61     -47     -56
  -1454    3437    7498      -79   -4101    -201       68     -52     -65
  -1454    3437    7498     -101   -4069    -205       64     -48     -52
  -1454    3437    7498     -114   -4106    -233       55     -34     -71
  -1454    3437    7498      -65   -4071    -445       52     -42     -27
  -1454    3437    7498     -108   -4104    -224       51     -56     -45
  -1450    3462    7499     -104   -4064    -196       68     -52     -60
  -1450    3462    7499     -101   -4097    -194       62     -54     -51
  -1450    3462    7499      -77   -4087    -144       60     -59     -62
  -1450    3462    7499      -97   -4107    -197       62     -55     -66
  -1454    3450    7484      -85   -4087    -183       61     -56     -41
  -1454    3450    7484      -88   -4114    -219       59     -48     -51
  -1454    3450    7484      -99   -4085    -187       65     -44     -58
  -1454    3450    7484      -80   -4094    -203       53     -56     -21
  -1454    3450    7484      -70   -4068    -213       48     -61     -50
  -1473    3423    7515      -89   -4079    -198       58     -56     -41
  -1473    3423    7515      -85   -4079    -204       58     -66     -44
  -1473    3423    7515     -131   -4083    -196       67     -60     -65
  -1473    3423    7515     -100   -4088    -214       55     -58     -43
  -1473    3423    7515      -97   -4099    -186       61     -51     -56
  -1443    3445    7509      -90   -4074    -231       63     -57     -59
  -1443    3445    7509     -103   -4083    -157       58     -43     -42
  -1443    3445    7509      -98   -4070    -196       62     -44     -36
  -1443    3445    7509      -82   -4116    -215       66     -54     -49
  -1443    3445    7509      -80   -4076    -216       58     -57     -42
  -1457    3451    7496      -79   -4103    -203       62     -56     -55
  -1457    3451    7496      -69   -4093    -173       53     -61     -54
  -1457    3451    7496     -117   -4087    -198       58     -60     -61
  -1457    3451    7496      -90   -4080    -205       66     -48     -54
  -1457    3451    7496     -116   -4100    -237       71     -59     -69
  -1455    3425    7479     -114   -4080    -179       57     -67     -40
  -1455    3425    7479     -115   -4103    -181       63     -46     -53
  -1455    3425    7479      -74   -4082    -199       63     -59     -38
  -1455    3425    7479     -123   -4123    -150       55     -58     -40
  -1455    3425    7479      -99   -4067    -196       59     -48     -59
  -1457    3430    7468      -93   -4091    -242       68     -53     -56
  -1457    3430    7468      -97   -4081    -180       62     -59     -54
  -1457    3430    7468      -91   -4113    -195       65     -48     -50
  -1457    3430    7468      -60   -4076    -197       51     -53     -52
  -1457    3430    7468      -81   -4085    -223       67     -53     -58
  -1476    3410    7470      -79   -4075    -191       65     -40     -72
  -1476    3410    7470     -122   -4128    -111       61     -49     -37
  -1476    3410    7470     -115   -4069    -195       58     -50     -40
  -1476    3410    7470     -110   -4108    -202       64     -58     -54
  -1463    3409    7508      -85   -4110    -202       65     -63     -59
  -1463    3409    7508     -104   -4104    -159       56     -63     -53
  -1463    3409    7508      -83   -4071    -221       60     -58     -68
  -1463    3409    7508     -117   -3841    -163       68     -54     -50
  -1463    3409    7508      -96   -4102    -176       69     -49     -52
  -1436    3490    7492      -88   -4100    -188       65     -52     -64
  -1436    3490    7492     -104   -4080    -196       66     -59     -68
  -1436    3490    7492      -85   -4083    -229       63     -58     -68
  -1436    3490    7492      -86   -4074    -213       60     -47     -56
  -1436    3490    7492      -86   -3846    -183       64     -51     -53
  -1459    3438    7418     -101   -4055    -219       71     -54     -74
  -1459    3438    7418     -135   -4085    -222       59     -58     -59
  -1459    3438    7418      -84   -4072    -160       62     -48     -64
  -1459    3438    7418     -104   -4112    -197       62     -50     -50
  -1459    3438    7418      -62   -4092    -130       57     -68     -43
  -1433    3432    7452     -105   -4083    -137       59     -54     -62
  -1433    3432    7452      -99   -4079    -202       62     -54     -41
  -1433    3432    7452      -60   -4114    -238       57     -56     -42
  -1433    3432    7452      -81   -4065    -143       62     -57     -59
  -1433    3432    7452      -97   -4087    -184       63     -55     -71
  -1427    3424    7455     -110   -4040    -275       46     -48     -24
  -1427    3424    7455     -121   -4105    -126       56     -57     -40
  -1427    3424    7455      -87   -4079    -193       63     -55     -43
  -1427    3424    7455      -92   -4070    -249       67     -63     -59
  -1427    3424    7455     -115   -4095    -180       66     -53     -48
  -1456    3441    7544      -79   -4091    -194       70     -58     -58
  -1456    3441    7544     -106   -4088    -208       57     -48     -35
  -1456    3441    7544      -88   -4104    -194       66     -58     -46
  -1456    3441    7544     -103   -4097    -201       60     -54     -51
  -1456    3441    7544      -96   -4104    -238       64     -47     -37
  -1482    3497    7514      -83   -4075    -235       59     -56     -53
  -1482    3497    7514      -97   -4095    -197       62     -41     -43
  -1482    3497    7514      -78   -4076    -198       65     -51     -53
  -1482    3497    7514      -97   -4099    -168       59     -66     -56
  -1484    3454    7523     -119   -4075    -216       78     -58     -80
  -1484    3454    7523     -131   -4087    -162       70     -44     -43
  -1484    3454    7523      -84   -4076    -194       60     -65     -31
  -1484    3454    7523      -97   -4099    -186       71     -62     -66
  -1484    3454    7523      -94   -4082    -217       61     -61     -53
  -1477    3514    7493     -120   -4090    -193       56     -51     -61
  -1477    3514    7493     -113   -4093    -176       71     -52     -58
  -1477    3514    7493      -98   -4104    -212       63     -44     -31
  -1477    3514    7493      -99   -4085    -191       64     -50     -63
  -1477    3514    7493      -98   -4100    -184       61     -47     -48
  -1458    3479    7439     -105   -4095    -191       57     -42     -58
  -1458    3479    7439     -116   -4072    -212       62     -59     -67
  -1458    3479    7439      -85   -4091    -206       65     -60     -58
  -1458    3479    7439      -87   -4077    -227       71     -52     -56
  -1458    3479    7439     -119   -4091    -195       71     -57     -69
  -1469    3436    7520     -100   -4088    -191       63     -41     -59
  -1469    3436    7520      -98   -4076    -196       53     -54     -57
  -1469    3436    7520     -117   -4097    -216       66     -54     -58
  -1469    3436    7520     -108   -4088    -184       58     -49     -46
  -1469    3436    7520      -75   -4103    -174       79     -55     -75
  -1460    3456    7521     -115   -4097    -160       62     -38     -38
  -1460    3456    7521      -89   -4107    -195       62     -55     -48
  -1460    3456    7521     -112   -4093    -148       63     -57     -52
  -1460    3456    7521      -85   -4067    -256       70     -54     -61
  -1460    3456    7521     -108   -4098    -212       61     -47     -54
  -1486    3450    7474      -88   -4108    -206       65     -54     -59
  -1486    3450    7474      -78   -4090    -218       56     -47     -43
  -1486    3450    7474     -103   -4105    -202       63     -67     -61
  -1486    3450    7474     -107   -4095    -208       59     -59     -35
  -1486    3450    7474      -94   -4066    -199       55     -53     -53
  -1492    3450    7509      -92   -4068    -195       64     -48     -34
  -1492    3450    7509     -1
